id,filerId,filingId,filerName,filingDate,departmentName,positionName,offices,periodStart,periodEnd,entityName,address,city,state,zip,businessType,description,natureOfInvestment,natureOfInvestment_OtherDescription,businessPosition,dateAcquired,dateDisposed,fairMarketValueScheduleA2,fairMarketValueScheduleA2AsRange,grossIncomeReceived,grossIncomeReceivedAsRange,incomeSources,realProperty_investmentType,realProperty_businessName,realProperty_parcelAddress,realProperty_descriptionOrCityOrLocation,realProperty_dateAcquired,realProperty_dateDisposed,realProperty_fairMarketValue,realProperty_fairMarketValueAsRange,realProperty_natureOfInterest,realProperty_natureOfInterest_LeaseYearsRemaining,realProperty_natureOfInterest_OtherDescription
3cf8265a9768475fbc67033bb63bd742-45,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,SBA COMMUNICATNS CORP,[REDACTED],Real estate investment trust,10/31/2022,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-46,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,SERVICENOW INC,[REDACTED],Software,10/31/2022,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-47,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,STRYKER CORP,[REDACTED],Medical technologies,10/03/2022,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-49,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,THERMO FISHER SCIENTIFIC,[REDACTED],Therapeutic and vaccine manufacturing,10/31/2022,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-50,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,TJX COS INC,[REDACTED],Off-brand department store,10/31/2022,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-51,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,UNITEDHEALTH GP INC,[REDACTED],Managed healthcare and insurance,10/31/2022,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-52,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,VERIZON COMMUNICATIONS,[REDACTED],Telecommunications,,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-53,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,VISA INC,[REDACTED],Credit cards,10/31/2022,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-54,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,ALIGN TECHNOLOGY,[REDACTED],Orthodontics,05/25/2022,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-55,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,"AMERICAN EXPRESS CO
",[REDACTED],Credit cards,10/31/2022,11/03/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-56,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,AT&T INC,[REDACTED],Telecommunications,05/25/2022,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-57,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,CITIGROUP,[REDACTED],Financial services,10/31/2022,12/21/2021,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-58,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,"GENERAL MTRS CO
",[REDACTED],Automobiles,05/25/2022,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-59,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,"IQVIA HOLDINGS INC
",[REDACTED],Health information technology,10/31/2022,12/07/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-60,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,IQUIVIA HOLDINGS INC,[REDACTED],Health information technology,10/31/2022,12/08/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-61,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,"MC DONALDS CORP
",[REDACTED],Food retail,05/25/2022,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-62,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,MODERNA INC,[REDACTED],Pharmaceuticals,,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-63,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,NIKE INC,[REDACTED],"Footwear, apparel, equipment, accessories",,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-64,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,"SHOPIFY INC
",[REDACTED],E-commerce,05/25/2022,10/31/2022,10000,"$10,001 - $100,000",Stock,,
c307ad8129ee4034bbe15da6f2683f30,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Charitable Trust,,,,,,,,,,,
3cf8265a9768475fbc67033bb63bd742-48,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,TESLA INC,[REDACTED],Electric automobiles,,05/25/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-1,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,WALT DISNEY CO,[REDACTED],Mass media and entertainment,,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-2,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,TWILIO INC,[REDACTED],Telecommunications,,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-3,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,T-MOBILE US INC,[REDACTED],Telecommunications,,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-4,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,SALESFORCE.COM,[REDACTED],Cloud-based software,05/25/2022,10/31/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-5,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,PVH CORP,[REDACTED],Clothing,,10/31/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-6,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,MICROSOFT CORP,[REDACTED],Technology,,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-7,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,HUMANA INC,[REDACTED],Health insurance,,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-8,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,GENERAL ELECTRIC CO,[REDACTED],Multinational conglomerate,,,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-9,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,APPLE INC,[REDACTED],Technology,,10/31/2022,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-10,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,ALPHABET INC,[REDACTED],Technology,10/31/2022,,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-11,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,"MC DONALDS CORP
",[REDACTED],Foodservice retail,,,10000,"$10,001 - $100,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-12,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,DEERE & CO,[REDACTED],Agricultural machinery,,10/31/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-13,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,FISKER INC,[REDACTED],Electric vehicles,,10/31/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-14,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,"ACTIVISION BLIZZARD INC
",[REDACTED],Video games,,10/31/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-15,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,MASTERCARD INC.,[REDACTED],Credit cards,,,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-16,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,DELTA AIRLINES INC,[REDACTED],Aviation,,10/31/2022,2000,"$2,000 - $10,000",Stock,,
3cf8265a9768475fbc67033bb63bd742-17,SFO-156006,207653264,"Aseron, Lome",04/04/2023 11:57:35 AM,Municipal Transportation Agency,Municipal Transportation Agency--Manager V,Municipal Transportation Agency--Manager V - Municipal Transportation Agency,01/01/2022,01/16/2023,Hugh Ellwood Macbeth Trust,[REDACTED],Oakland,CA,94611,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",2008 Hugh E. Macbeth Revocable Trust,Investment,ACCENTURE,[REDACTED],Professional services,10/31/2022,,2000,"$2,000 - $10,000",Stock,,
